App,Category,Type,Content Rating,Genres,Price
MARCA - Diario Líder Deportivo,0.29,0.0,0.0,0.08,0.0
"AS - Diario online deportivo. Fútbol, motor y más",0.42,0.0,0.0,0.12,0.0
SleepCloud Backup for Sleep as Android,0.23,0.0,0.0,0.06,0.0
AS Guía de las Ligas 2017-2018,0.29,0.0,0.0,0.08,0.0
Sleep as Android Unlock,0.23,1.0,0.0,0.06,0.014975
Sleep as Android Gear Addon,0.35,0.0,0.0,0.09,0.0
Sleep as Android Garmin Addon,0.35,0.0,0.0,0.09,0.0
"Sleep as Android: Sleep cycle tracker, smart alarm",0.23,0.0,0.0,0.06,0.0
CAPTCHA Pack for Sleep as Android,0.23,0.0,0.0,0.06,0.0
Lullaby Add-on for Sleep as Android,0.35,1.0,0.0,0.09,0.004975
Sleep as Microsoft Band Add-On,0.23,0.0,0.0,0.06,0.0
Ear Agent: Super Hearing,0.32,0.0,0.0,0.09,0.0
Timely Alarm Clock,0.23,0.0,0.0,0.06,0.0
PDF Viewer & Book Reader,0.16,0.0,0.0,0.04,0.0
Samsung Health,0.35,0.0,0.0,0.09,0.0
Alarm Clock Plus★,0.23,0.0,0.0,0.06,0.0
Image 2 Wallpaper,0.06,0.0,0.0,0.0,0.0
Alarm Clock: Stopwatch & Timer,0.16,0.0,0.0,0.04,0.0
Twilight: Blue light filter,0.35,0.0,0.0,0.09,0.0
Undertale AU Amino,0.55,0.0,0.33,0.16,0.0
Audiobooks from Audible,0.45,0.0,0.33,0.13,0.0
Au Bon Pain,0.68,0.0,0.0,0.22,0.0
Au Pair Legend,0.23,0.0,0.0,0.06,0.0
"view.com.au - Buy, Rent or Research Real Estate",0.23,0.0,0.0,0.06,0.0
Au Weather Free,0.81,0.0,0.0,0.27,0.0
BringGo AU & NZ,0.61,1.0,0.0,0.2,0.0024749999999999
Rugby AU,0.29,0.0,0.0,0.08,0.0
loans.com.au Smart Money,0.26,0.0,0.0,0.07,0.0
Top #5 Bσσkie in AU,0.29,0.0,0.0,0.08,0.0
Au Pair,0.55,0.0,0.0,0.16,0.0
AU Call Blocker - Block Unwanted Calls Texts 2018,0.32,0.0,0.0,0.09,0.0
realcommercial.com.au,0.1,0.0,0.0,0.03,0.0
Powershop AU,0.06,0.0,0.0,0.0,0.0
Australia Newspapers - AU News Apps,0.42,0.0,0.0,0.12,0.0
news.com.au,0.42,0.0,0.0,0.12,0.0
Media Sosial TNI AU,0.55,0.0,0.0,0.16,0.0
Neuvaine au Saint-Esprit,0.23,0.0,0.0,0.06,0.0
Neuvaines et prières au Coeur Sacré de Jésus,0.23,0.0,0.0,0.06,0.0
allhomes.com.au,0.84,0.0,0.0,0.28,0.0
Jobs in Canada - Emplois au Canada,0.1,0.0,0.33,0.03,0.0
Predator Calls for Hunting AU,0.29,0.0,0.0,0.08,0.0
Au Rubis les bijoutiers,0.23,0.0,0.0,0.06,0.0
mon guide au bank populaire -infos et instructions,0.26,0.0,0.33,0.07,0.0
Job'Of - Emploi au Cameroun,0.1,0.0,0.0,0.03,0.0
Mali 7 - Actualités au Mali,0.42,0.0,0.0,0.12,0.0
Gâteau au yaourt,0.68,0.0,0.0,0.22,0.0
AVG AntiVirus 2018 for Android Security,0.06,0.0,0.0,0.0,0.0
AV Tools,0.06,0.0,0.0,0.0,0.0
Total AV,0.16,0.0,0.0,0.04,0.0
日本AV历史,0.45,0.0,0.33,0.13,0.0
AV Tools Pro,0.06,1.0,0.0,0.0,0.006225
Baby Monitor AV,0.32,0.0,0.0,0.09,0.0
Remote for Onkyo AV Receivers & Smart TV/Blu-Ray,0.06,0.0,0.0,0.0,0.0
LG AV REMOTE,0.06,0.0,0.0,0.0,0.0
App Seguridad AV Villas,0.26,0.0,0.0,0.07,0.0
Ai-Ball AV Recorder,0.39,1.0,0.0,0.1,0.007475
AV Phone,0.32,0.0,0.0,0.09,0.0
Norton Security and Antivirus,0.06,0.0,0.0,0.0,0.0
Remote For Pioneer AV Receivers and Blu-Ray,0.06,0.0,0.0,0.0,0.0
AV MAX,0.23,0.0,0.0,0.06,0.0
Kaspersky Mobile Antivirus: AppLock & Web Security,0.06,0.0,0.0,0.0,0.0
"Mobile Security: Antivirus, Web Scan & App Lock",0.16,0.0,0.0,0.04,0.0
MyAV Remote for Denon & Marantz AV Receivers,0.23,0.0,0.0,0.06,0.0
Kinot & Eichah for Tisha B'Av,0.45,0.0,0.0,0.13,0.0
Samsung TV AV Guide 2016,0.06,0.0,0.0,0.0,0.0
Professional AV Solution & Products information,0.16,0.0,0.0,0.04,0.0
Bitdefender Antivirus Free,0.06,0.0,0.0,0.0,0.0
Kinot Tisha'a Be'av - Ashkenaz,0.23,0.0,0.0,0.06,0.0
AV Anthony's,0.68,0.0,0.0,0.22,0.0
"Avast Cleanup & Boost, Phone Cleaner, Optimizer",0.06,0.0,0.0,0.0,0.0
AW - free video calls and chat,0.32,0.0,0.33,0.09,0.0
Nougat Android 7 Launcher : AW,0.19,0.0,0.0,0.05,0.0
A&W Restaurants,0.68,0.0,0.0,0.22,0.0
Add Watermark Free,0.39,0.0,0.0,0.1,0.0
AW Tozer Devotionals - Daily,0.45,0.0,0.0,0.13,0.0
AW Toolbox,0.1,1.0,0.0,0.03,0.0497499999999999
Analog Clock AW Plus-7,0.06,0.0,0.0,0.0,0.0
Analog Clock AW-7,0.06,0.0,0.0,0.0,0.0
MediBeat for AW - Android (1),0.35,0.0,0.0,0.09,0.0
Watch AW-7,0.06,0.0,0.0,0.0,0.0
AW TeamUp,0.42,0.0,0.0,0.12,0.0
Digital Clock AW-7,0.06,0.0,0.0,0.0,0.0
Analog and Digital Clock AW-7,0.06,0.0,0.0,0.0,0.0
Analog Clock AW-7 PRO,0.06,1.0,0.0,0.0,0.004975
AW Reader: news & apps [Dutch],0.42,0.0,0.0,0.12,0.0
AW CAMERA,0.06,0.0,0.0,0.0,0.0
AW Browser with Chrome Custom Tabs,0.06,0.0,0.0,0.0,0.0
Analog and Digital Clock AW-7PRO,0.06,1.0,0.0,0.0,0.004975
Roman Clock AW-7,0.06,0.0,0.0,0.0,0.0
Square Analog Clock AW-7,0.06,0.0,0.0,0.0,0.0
AirWatch Agent,0.1,0.0,0.0,0.03,0.0
Handbreit by a.w.niemeyer,0.42,0.0,0.0,0.12,0.0
Tozer Devotional -Series 1,0.45,0.0,0.0,0.13,0.0
HCP Anywhere,0.1,0.0,0.0,0.03,0.0
Ultimate Watch 2 watch face,0.19,1.0,0.0,0.05,0.0024749999999999
Amber Weather,0.81,0.0,0.67,0.27,0.0
AirWatch Inbox,0.1,0.0,0.0,0.03,0.0
News.aw,0.42,0.0,0.0,0.12,0.0
Pujie Black Watch Face for Android Wear OS,0.19,1.0,0.0,0.05,0.004975
Bits Watch Face,0.16,0.0,0.0,0.04,0.0
The Pursuit of God,0.45,0.0,0.0,0.13,0.0
Food-Aw - Order Food Online in Aruba,0.68,0.0,0.0,0.22,0.0
F05WatchFace for Android Wear,0.16,1.0,0.0,0.04,0.0024749999999999
ByssWeather for Wear OS,0.81,0.0,0.0,0.27,0.0
AW - Le News di AndroidWorld,0.42,0.0,0.0,0.12,0.0
Dynamics AX,0.1,0.0,0.0,0.03,0.0
Armani Exchange Connected,0.23,0.0,0.0,0.06,0.0
AX Battery Saver,0.26,0.0,0.0,0.07,0.0
Katalogen.ax,0.32,0.0,0.0,0.09,0.0
Tips Microsoft Dynamics Ax,0.16,0.0,0.0,0.04,0.0
AX Timesheets App for Dynamics,0.1,0.0,0.0,0.03,0.0
Axxess AX-DSP,0.06,0.0,0.0,0.0,0.0
AX Window,0.06,0.0,0.0,0.0,0.0
Axxess Updater,0.06,0.0,0.0,0.0,0.0
Q7 SmartWatch,0.35,0.0,0.0,0.09,0.0
Workflow Approvals App AX 2012,0.1,0.0,0.0,0.03,0.0
Tips & Tricks Dynamics AX 365,0.16,0.0,0.0,0.04,0.0
AX Watch for WatchMaker,0.19,1.0,0.0,0.05,0.0024749999999999
AX-PIC Pedidos,0.06,0.0,0.0,0.0,0.0
AX!OM,0.23,0.0,0.0,0.06,0.0
AX Selfie,0.23,0.0,0.0,0.06,0.0
Ax 3 Domaines,0.29,0.0,0.0,0.08,0.0
Axe Wallpaper,0.19,0.0,0.33,0.05,0.0
A-Y Collection,0.52,0.0,0.33,0.15,0.0
AY Sing,0.45,0.0,0.0,0.13,0.0
"AY Recorder - Screen Recorder, Live, Video Editor",0.06,0.0,0.0,0.0,0.0
Ay Yıldız - Xperia Live Theme,0.19,1.0,0.0,0.05,0.0024749999999999
camera zoom moon,0.39,0.0,0.0,0.1,0.0
Ay Yıldız Analog Saat,0.19,0.0,0.0,0.05,0.0
Ay Telekom Oim,0.23,0.0,0.0,0.06,0.0
Holy Quran Mehmet Emin Ay,0.23,0.0,0.0,0.06,0.0
Ay Yıldız Duvar Kağıtları,0.19,0.0,0.0,0.05,0.0
Ay Hasnain k Nana Milad Naat,0.45,0.0,0.0,0.13,0.0
AY Oakmont,0.35,0.0,0.0,0.09,0.0
Ay Mohabbat Teri Khatir Novel,0.45,0.0,0.0,0.13,0.0
AY Recruitment,0.1,0.0,0.0,0.03,0.0
Ay Yıldız Keyboard,0.06,0.0,0.0,0.0,0.0
AY EMLAK,0.1,0.0,0.33,0.03,0.0
Ay Peruk,0.1,0.0,0.0,0.03,0.0
Sun & Moon AR Locator,0.81,0.0,0.0,0.27,0.0
Display Phone Screen On TV,0.06,0.0,0.0,0.0,0.0
Earth & Moon in HD Gyro 3D Parallax Live Wallpaper,0.19,0.0,0.0,0.05,0.0
AZ Browser. Private & Download,0.32,0.0,0.0,0.09,0.0
AZ Plugin 2 (newest),0.77,0.0,0.0,0.26,0.0
AZ Camera - Manual Pro Cam,0.39,0.0,0.0,0.1,0.0
A-Z App Store,0.16,0.0,0.0,0.04,0.0
AZ Screen Recorder pro,0.06,0.0,0.0,0.0,0.0
AZ PLAYER HD,0.06,0.0,0.0,0.0,0.0
Long Realty AZ Home Search,0.23,0.0,0.0,0.06,0.0
NB|AZ Mobile Banking,0.26,0.0,0.0,0.07,0.0
AZ Immune Related AEManagement,0.13,0.0,0.0,0.03,0.0
NB|AZ Business Mobile Banking,0.26,0.0,0.0,0.07,0.0
Casino AZ/Talking Stick Resort,0.48,0.0,0.0,0.14,0.0
Graffiti Letters (A-Z),0.23,0.0,0.0,0.06,0.0
GPS.AZ,0.61,0.0,0.0,0.2,0.0
First Credit Union (AZ) Mobile,0.26,0.0,0.0,0.07,0.0
AZ Mobile Gizmo,0.1,0.0,0.0,0.03,0.0
"Arizona Statutes, ARS (AZ Law)",0.45,0.0,0.0,0.13,0.0
Explore Sedona & Northern AZ,0.48,0.0,0.0,0.14,0.0
Oxford A-Z of English Usage,0.45,0.0,0.0,0.13,0.0
Cures A-Z,0.35,0.0,0.0,0.09,0.0
Arizona Trail,0.48,0.0,0.0,0.14,0.0
Barista Coffee Dictionary A-Z,0.23,0.0,0.0,0.06,0.0
Phoenix and Arizona Cameras,0.48,0.0,0.0,0.14,0.0
AZ REMOTE CONTROL,0.06,0.0,0.0,0.0,0.0
Greater London A-Z 2016,0.48,1.0,0.0,0.14,0.021225
Ba Financial Calculator plus,0.26,1.0,0.0,0.07,0.009975
Financial Calculator BA Chien.,0.26,1.0,0.0,0.07,0.009975
BA4You,0.1,0.0,0.0,0.03,0.0
BA Pro Financial Calculator,0.26,1.0,0.0,0.07,0.004975
BA Calculator,0.16,0.0,0.0,0.04,0.0
Experience BA,0.48,0.0,0.0,0.14,0.0
Ba ba black sheep offline Video,0.94,0.0,0.0,0.34,0.0
BA SALES,0.32,0.0,0.0,0.09,0.0
BA Status,0.48,0.0,0.0,0.14,0.0
BA Accesible,0.35,0.0,0.0,0.09,0.0
Ba Zi Fortune,0.23,0.0,0.0,0.06,0.0
Ba dum tss - Rimshot widget,1.0,0.0,0.0,0.32,0.0
Fitness Dance for Zum.ba Workout Exercise,0.35,0.0,0.0,0.09,0.0
Cafe.ba,0.42,0.0,0.0,0.12,0.0
058.ba,0.42,0.0,0.0,0.12,0.0
Loreal - BA Makeup,0.06,0.0,0.0,0.0,0.0
PROFESSOR SEE-BA LINGUAGENS E SUAS TECNOLOGIAS,0.16,1.0,0.0,0.04,0.007475
Elif Ba Oyunu,0.06,0.0,0.0,0.0,0.0
Klix.ba,0.42,0.0,0.0,0.12,0.0
PBA® Bowling Challenge,0.29,0.0,0.0,0.08,0.0
Avios for Android,0.48,0.0,0.0,0.14,0.0
BA 3 Banjarmasin,0.55,0.0,0.33,0.16,0.0
Hunt Buddy BC,0.29,1.0,0.0,0.08,0.007475
iHunter BC,0.29,1.0,0.0,0.08,0.011225
iFish BC,0.29,1.0,0.0,0.08,0.009975
BC Liquor Stores,0.23,0.0,0.0,0.06,0.0
BC MVA Fines,0.45,1.0,0.0,0.13,0.004375
British Columbia Transit Info,0.61,0.0,0.67,0.2,0.0
BC Hospital Wait Times,0.13,0.0,0.0,0.03,0.0
"Town of Princeton, BC",0.16,0.0,0.0,0.04,0.0
Explore British Columbia - BC Travel Guide,0.48,0.0,0.0,0.14,0.0
BC's Pizza,0.23,0.0,0.0,0.06,0.0
Baby Connect (activity log),0.94,1.0,0.0,0.34,0.012475
BC Wildfire,0.06,0.0,0.0,0.0,0.0
BC Mobile Intro - Americas,0.23,0.0,0.0,0.06,0.0
BC Highways - Road Conditions,0.48,0.0,0.0,0.14,0.0
BC Camera,0.39,0.0,0.0,0.1,0.0
Business Calendar Pro,0.16,1.0,0.0,0.04,0.012475
"Victoria, BC | Tour City",0.48,0.0,0.0,0.14,0.0
BC Hockey,0.29,0.0,0.0,0.08,0.0
Outdoor Movies BC,0.87,0.0,0.0,0.29,0.0
British Columbia Tourist Places (Guide),0.48,0.0,0.0,0.14,0.0
BC browser,0.1,0.0,0.0,0.03,0.0
PPCNP-BC Pocket Prep,0.13,0.0,0.0,0.03,0.0
BackCountry Navigator TOPO GPS PRO,0.61,1.0,0.0,0.2,0.029975
BC Pizza,0.23,0.0,0.0,0.06,0.0
Aura Hair Group BC,0.97,0.0,0.0,0.31,0.0
bd's Mongolian Grill,0.23,0.0,0.0,0.06,0.0
BD Briight: Your Diabetes Personal Assistant,0.13,0.0,0.0,0.03,0.0
Business Dictionary,0.1,0.0,0.0,0.03,0.0
BD Data Plan (3G & 4G),0.32,0.0,0.0,0.09,0.0
BD tools,0.06,0.0,0.0,0.0,0.0
BD Provider App,0.35,0.0,0.0,0.09,0.0
"Izneo, Read Manga, Comics & BD",1.0,0.0,0.33,0.32,0.0
BD Online News,0.42,0.0,0.0,0.12,0.0
BD Bank Interest,0.26,0.0,0.0,0.07,0.0
Comics Reader,1.0,0.0,0.0,0.32,0.0
Upohar BD,0.1,0.0,0.0,0.03,0.0
Electricity Bill Calculator BD,0.16,0.0,0.0,0.04,0.0
BD Fishpedia,0.45,0.0,0.0,0.13,0.0
BD Attendance,0.16,0.0,0.0,0.04,0.0
BD All Sim Offer,0.45,0.0,0.0,0.13,0.0
Tour BD (Bahir Dar Map),0.61,0.0,0.0,0.2,0.0
BD Field Force,0.16,0.0,0.0,0.04,0.0
BD CRICKET LIVE,0.29,0.0,0.0,0.08,0.0
BD Internet Packages (Updated),0.32,0.0,0.0,0.09,0.0
iCard BD Plus,0.55,0.0,0.0,0.16,0.0
BD Dialer,0.32,0.0,0.0,0.09,0.0
"Youboox - Livres, BD et magazines",0.45,0.0,0.33,0.13,0.0
BANGLA TV 3G/4G,0.29,0.0,0.0,0.08,0.0
Earn Money BD,0.26,0.0,0.0,0.07,0.0
BD Online Shop,0.1,0.0,0.0,0.03,0.0
Remote for Samsung TV & BluRay Players (Read Desc),0.06,0.0,0.0,0.0,0.0
Vehicle Case Checker BD,0.06,0.0,0.0,0.0,0.0
Remote for Sony TV & Sony Blu-Ray Players MyAV,0.06,0.0,0.0,0.0,0.0
Remote for Panasonic TV+BD+AVR,0.06,0.0,0.0,0.0,0.0
BD Live Call,0.32,0.0,0.0,0.09,0.0
Helping BD,0.23,0.0,0.0,0.06,0.0
Best Browser BD social networking,0.32,0.0,0.0,0.09,0.0
Traffic signs BD,0.32,0.0,0.0,0.09,0.0
BD Internet Package Activator,0.42,0.0,0.0,0.12,0.0
be Produbanco,0.26,0.0,0.0,0.07,0.0
Photo Editor by BeFunky,0.39,0.0,0.0,0.1,0.0
Be My Eyes - Helping the blind,0.23,0.0,0.0,0.06,0.0
Movement BE,0.55,0.0,0.33,0.16,0.0
Be Stronger,0.35,1.0,0.0,0.09,0.004975
Be My Love Animated Keyboard,0.19,0.0,0.33,0.05,0.0
Be the Manager 2018 - Football Strategy,0.29,0.0,0.0,0.08,0.0
Be like Me - Hay Nhu Toi,0.19,0.0,0.33,0.05,0.0
Be Fabulous PHOTO BOOTH,0.39,0.0,0.0,0.1,0.0
RadarNow!,0.81,0.0,0.0,0.27,0.0
Top Eleven 2018 - Be a Soccer Manager,0.29,0.0,0.0,0.08,0.0
Free GPS Navigation,0.61,0.0,0.0,0.2,0.0
Be the Manager 2016 (football),0.29,0.0,0.0,0.08,0.0
Adobe Photoshop Fix,0.39,0.0,0.0,0.1,0.0
Make your Be Like Bill,1.0,0.0,0.0,0.32,0.0
Be you GO Launcher Theme,0.19,0.0,0.0,0.05,0.0
YAY - TBH,0.55,0.0,0.33,0.16,0.0
Find My Friends,0.55,0.0,0.0,0.16,0.0
Unseen - No Last Seen,0.06,0.0,0.0,0.0,0.0
BF Browser by Betfilter - Stop Gambling Today!,0.32,0.0,0.0,0.09,0.0
My BF App,0.32,0.0,0.0,0.09,0.0
BF Scale Health Fitness Tool,0.35,0.0,0.0,0.09,0.0
BF-Calc,0.06,0.0,0.0,0.0,0.0
Bf Light,0.1,0.0,0.0,0.03,0.0
Droid PRoCon BF3,0.06,1.0,0.0,0.0,0.0024749999999999
CE BF,0.23,0.0,0.0,0.06,0.0
Freedom Christian BF,0.23,0.0,0.0,0.06,0.0
BeFunky Photo Editor Pro,0.39,1.0,0.0,0.1,0.004975
BF Family user,0.1,0.0,0.0,0.03,0.0
XXX DISTILLERY,0.1,0.0,0.0,0.03,0.0
Cute Questions BF,0.23,0.0,0.0,0.06,0.0
BG Score,0.29,0.0,0.0,0.08,0.0
BG Advisor™,0.06,0.0,0.0,0.0,0.0
BG Products,0.74,0.0,0.0,0.25,0.0
BG LINKED (BGLINKED),0.55,0.0,0.0,0.16,0.0
BG Monitor Diabetes,0.13,0.0,0.0,0.03,0.0
BG Monitor Diabetes Pro,0.13,1.0,0.0,0.03,0.014975
HTC Sense Input-BG,0.06,0.0,0.0,0.0,0.0
Photo BG Changer,0.39,0.0,0.0,0.1,0.0
BG BRIDAL GALLERY,0.23,0.0,0.0,0.06,0.0
HTC Sense Input - BG,0.06,0.0,0.0,0.0,0.0
BG Editor,0.39,0.0,0.0,0.1,0.0
BG Sports News,0.42,0.0,0.0,0.12,0.0
Board Game Stats: Play tracking for tabletop games,0.23,1.0,0.0,0.06,0.007475
"PhotoLayers〜Superimpose,Eraser",0.39,0.0,0.0,0.1,0.0
BG+Phone Backup,0.16,0.0,0.0,0.04,0.0
BGKontakti London BG Kontakti,0.55,0.0,0.0,0.16,0.0
ReactNative BG Geolocation,0.06,0.0,0.0,0.0,0.0
BG Middle East,0.74,0.0,0.0,0.25,0.0
Blender BG - Photo Blend With Background,0.39,0.0,0.0,0.1,0.0
Sommelier.BG,0.68,0.0,0.33,0.22,0.0
Cordova BG Geolocation,0.61,0.0,0.0,0.2,0.0
Simple Photo BG Changer,0.06,0.0,0.0,0.0,0.0
BGKontakti Bayern BG Kontakti,0.55,0.0,0.0,0.16,0.0
BGKontakti Vienna BG Kontakti,0.55,0.0,0.0,0.16,0.0
CARS.bg,0.74,0.0,0.0,0.25,0.0
BG Torneos,0.29,0.0,0.0,0.08,0.0
Cъновник BG,0.45,0.0,0.0,0.13,0.0
Auto Background Changer,0.39,0.0,0.0,0.1,0.0
BG Remover & Eraser Pro,0.06,0.0,0.0,0.0,0.0
BG Metro - Red voznje,0.48,0.0,0.0,0.14,0.0
BG Cricket,0.29,0.0,0.0,0.08,0.0
BG Guide,0.48,0.0,0.0,0.14,0.0
Micro.bg Cloud POS System,0.1,0.0,0.0,0.03,0.0
BG-FLEET,0.06,0.0,0.0,0.0,0.0
trip.bg,0.48,0.0,0.0,0.14,0.0
Dete.bg,0.42,0.0,0.0,0.12,0.0
Change photo background,0.39,0.0,0.0,0.1,0.0
Es-Bg Offline Voice Translator,0.48,1.0,0.0,0.14,0.003725
ePazar.bg,0.52,0.0,0.0,0.15,0.0
Revita.bg,0.35,0.0,0.0,0.09,0.0
Background Eraser,0.39,0.0,0.0,0.1,0.0
ePay.bg,0.26,0.0,0.0,0.07,0.0
Top Novini BG,0.42,0.0,0.0,0.12,0.0
Bg+ Call Blocker,0.06,0.0,0.0,0.0,0.0
Background Changer & Eraser,0.39,0.0,0.33,0.1,0.0
Stolica.bg,0.42,0.0,0.0,0.12,0.0
Cut Out : Background Eraser and background changer,0.39,0.0,0.0,0.1,0.0
Photo Background Changer 2018 - Blur Background,0.23,0.0,0.0,0.06,0.0
ScorePal,0.06,0.0,0.0,0.0,0.0
BG Burger,0.68,0.0,0.0,0.22,0.0
JOBS.bg,0.1,0.0,0.0,0.03,0.0
Blood Glucose Tracker,0.35,0.0,0.0,0.09,0.0
N+ News Bulgaria,0.42,0.0,0.0,0.12,0.0
Remix Second Hand,0.52,0.0,0.0,0.15,0.0
Ultimate Background Eraser,0.39,0.0,0.0,0.1,0.0
OnTrack Diabetes,0.13,0.0,0.0,0.03,0.0
ALL-IN-ONE PACKAGE TRACKING,0.16,0.0,0.0,0.04,0.0
Grabo.bg,0.52,0.0,0.0,0.15,0.0
BusyBox Pro,0.06,1.0,0.0,0.0,0.006225
GEM™,0.06,0.0,0.0,0.0,0.0
Diabetes Connect,0.13,0.0,0.0,0.03,0.0
B&H Photo Video Pro Audio,0.52,0.0,0.0,0.15,0.0
BH by Kinomap,0.35,0.0,0.0,0.09,0.0
BH Cosmetics,0.97,0.0,0.0,0.31,0.0
BH Bikes Premium,0.29,0.0,0.0,0.08,0.0
B&H Kids AR,0.45,0.0,0.0,0.13,0.0
BH Bikes GPS Locator,0.29,0.0,0.0,0.08,0.0
BH Patrole,0.74,0.0,0.0,0.25,0.0
DSLR Photography Training apps,0.39,0.0,0.0,0.1,0.0
BH Online,0.26,0.0,0.0,0.07,0.0
Belo Horizonte Map offline,0.48,0.0,0.0,0.14,0.0
BH Mission Playbook,0.48,0.0,0.0,0.14,0.0
BH INVEST,0.26,0.0,0.0,0.07,0.0
VIVA BH,0.06,0.0,0.0,0.0,0.0
Discípulos em BH,0.55,0.0,0.0,0.16,0.0
Barbers.BH,0.23,0.0,0.0,0.06,0.0
BH - Fitness & Nutrition,0.35,0.0,0.0,0.09,0.0
Lexus Tech BH Service Pro,0.23,0.0,0.33,0.06,0.0
Photo Editor - BPhoto,0.39,0.0,0.0,0.1,0.0
B'H BURGER HEIM,0.23,0.0,0.0,0.06,0.0
B y H Niños ES,0.45,0.0,0.0,0.13,0.0
ZUL - Rotativo Digital BH,0.74,0.0,0.0,0.25,0.0
Coomotaxi BH,0.1,0.0,0.0,0.03,0.0
BH Mail,0.32,0.0,0.0,0.09,0.0
FitConsole,0.35,0.0,0.0,0.09,0.0
Run on Earth,0.35,0.0,0.0,0.09,0.0
BH Rocking,0.48,0.0,0.0,0.14,0.0
Treadmill Workouts Free (P),0.35,0.0,0.0,0.09,0.0
ZiraatBank BH,0.26,0.0,0.0,0.07,0.0
Digital Tourist BH Itinerary,0.48,0.0,0.0,0.14,0.0
BH Táxi,0.1,0.0,0.0,0.03,0.0
BH Connect,0.55,0.0,0.33,0.16,0.0
BH Açaí,0.68,0.0,0.0,0.22,0.0
BH Recepti,0.68,0.0,0.0,0.22,0.0
Bi en Línea,0.26,0.0,0.0,0.07,0.0
Microsoft Power BI–Business data analytics,0.1,0.0,0.0,0.03,0.0
BI Mobile Banking,0.26,0.0,0.0,0.07,0.0
BI News,0.42,0.0,0.0,0.12,0.0
BI SmartLINK,0.1,0.0,0.0,0.03,0.0
BI-LO,0.23,0.0,0.0,0.06,0.0
Sisense Mobile BI,0.1,0.0,0.0,0.03,0.0
Propel BI APP,0.1,0.0,0.0,0.03,0.0
BI Office,0.1,0.0,0.0,0.03,0.0
BI-LO Rx,0.23,0.0,0.0,0.06,0.0
BI APP,0.26,0.0,0.0,0.07,0.0
Oracle BI Mobile,0.1,0.0,0.0,0.03,0.0
bi-Cube Mobile Token,0.06,0.0,0.0,0.0,0.0
BI Mobile,0.26,0.0,0.0,0.07,0.0
Zoho Reports - Mobile BI,0.1,0.0,0.0,0.03,0.0
Pool Billiards Classic - bi a,0.29,0.0,0.0,0.08,0.0
Dictionary.com: Find Definitions for English Words,0.45,0.0,0.0,0.13,0.0
MinT BI,0.16,0.0,0.0,0.04,0.0
BI Barcode Scanner,0.16,1.0,0.0,0.04,0.0024749999999999
Zalo – Video Call,0.32,0.0,0.0,0.09,0.0
Bible KJV,0.45,0.0,0.0,0.13,0.0
All Language Translator,0.06,0.0,0.0,0.0,0.0
BJ's Wholesale Club,0.52,0.0,0.0,0.15,0.0
BJ’s Mobile App,0.52,0.0,0.0,0.15,0.0
BJ's Express Scan,0.52,0.0,0.0,0.15,0.0
The Daily BJ,0.35,0.0,0.0,0.09,0.0
BJ Memo Widget,0.16,0.0,0.0,0.04,0.0
BJ Grand Salon Mobile App,0.97,0.0,0.0,0.31,0.0
Virtual DJ Sound Mixer,0.06,0.0,0.0,0.0,0.0
BJ - Confidential,0.32,0.0,0.33,0.09,0.0
One Launcher,0.19,0.0,0.0,0.05,0.0
BJ Toys,0.52,0.0,0.0,0.15,0.0
Alumni BJ,0.55,0.0,0.0,0.16,0.0
BMH-BJ Congregation,0.23,0.0,0.0,0.06,0.0
BJ TIKET,0.1,0.0,0.0,0.03,0.0
BJ Foods,0.1,0.0,0.0,0.03,0.0
BJ Adams,0.1,0.0,0.0,0.03,0.0
BJJ Roadmap by Stephan Kesting,0.29,0.0,0.0,0.08,0.0
Metal Detector Pro 2015,0.06,0.0,0.0,0.0,0.0
24 megapixel hd camera,0.39,0.0,0.0,0.1,0.0
BURGER KING® App,0.23,0.0,0.0,0.06,0.0
BURGER KING® MOBILE APP,0.23,0.0,0.0,0.06,0.0
BK Chat,0.32,0.0,0.33,0.09,0.0
BURGER KING® Puerto Rico,0.68,0.0,0.0,0.22,0.0
Free Coupons for Burger King,0.23,0.0,0.0,0.06,0.0
BK Manager,0.42,0.0,0.0,0.12,0.0
Power Widget,0.06,1.0,0.0,0.0,0.004975
BK Murli Offline April 2017,0.23,0.0,0.0,0.06,0.0
Read it easy for BK,0.23,0.0,0.0,0.06,0.0
bk Group Mobile,0.1,0.0,0.0,0.03,0.0
SLANGY-Perfect BK World Theme,0.19,1.0,0.0,0.05,0.0121249999999999
BK Formula Calculator 2,0.06,0.0,0.0,0.0,0.0
Service Disabler,0.06,0.0,0.0,0.0,0.0
BK Photography,0.39,0.0,0.0,0.1,0.0
Coupons for Burger King,0.68,0.0,0.33,0.22,0.0
BK Formula Calculator,0.06,0.0,0.0,0.0,0.0
Dr Bk Sachin bhai,0.23,0.0,0.0,0.06,0.0
SKIN BK,0.16,0.0,0.0,0.04,0.0
BK Traffic Control cum Chart,0.55,0.0,0.33,0.16,0.0
Hungry Girl Diet Bk. Companion,0.35,0.0,0.0,0.09,0.0
Daily Murli Saar Widget,0.55,0.0,0.0,0.16,0.0
BK Suraj bhai,0.23,0.0,0.0,0.06,0.0
BK Shivani Videos,0.23,0.0,0.0,0.06,0.0
Official Madhuban Murli,0.23,0.0,0.0,0.06,0.0
